Species	JanWk1	JanWk2	JanWk3	JanWk4	FebWk1	FebWk2	FebWk3	FebWk4	MarWk1	MarWk2	MarWk3	MarWk4	AprWk1	AprWk2	AprWk3	AprWk4	MayWk1	MayWk2	MayWk3	MayWk4	JunWk1	JunWk2	JunWk3	JunWk4	JulWk1	JulWk2	JulWk3	JulWk4	AugWk1	AugWk2	AugWk3	AugWk4	SepWk1	SepWk2	SepWk3	SepWk4	OctWk1	OctWk2	OctWk3	OctWk4	NovWk1	NovWk2	NovWk3	NovWk4	DecWk1	DecWk2	DecWk3	DecWk4	State
American Kestrel	0.1142898	0.1093539	0.1118128	0.0946755	0.0992161	0.085328	0.0799755	0.0881417	0.0856468	0.0870488	0.1001245	0.1150861	0.1137389	0.1097351	0.0995757	0.0961761	0.0844538	0.0705979	0.0702607	0.0721298	0.0676858	0.0606709	0.0681406	0.0774251	0.0894155	0.092922	0.1033573	0.1071429	0.1060948	0.1137667	0.1376509	0.1473859	0.1370492	0.1503911	0.1333951	0.1081213	0.1047558	0.1037216	0.1046539	0.1060897	0.1073324	0.096199	0.1106557	0.1180791	0.1124277	0.1279133	0.1340483	0.1234608	NV
Merlin	0.0157202	0.0119576	0.0167162	0.0190272	0.0163494	0.010232	0.0067361	0.0109431	0.0100413	0.0092646	0.0060466	0.0080039	0.0066905	0.0058003	0.0055163	0.0032831	0.0023336	0.0007204	0.0006628	0.0	0.0001167	0.0	0.0	0.0002966	0.0	0.0001893	0.0	0.0001717	0.0015	0.000717	0.0009285	0.0021577	0.0032787	0.0064804	0.011811	0.0142649	0.0156384	0.0160758	0.0177179	0.0207643	0.0149542	0.015955	0.0189549	0.0145009	0.0173602	0.0197832	0.0221789	0.0155968	NV
Gyrfalcon	0.0004249	0.0005786	0.0013001	0.001381	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Peregrine Falcon	0.0189775	0.0190935	0.0235884	0.0156514	0.0138858	0.0122419	0.0110227	0.01154	0.0139791	0.0111948	0.0096034	0.0132185	0.0118251	0.0145791	0.012447	0.0131325	0.0101122	0.0098796	0.0061865	0.0061758	0.005835	0.0047925	0.0065241	0.0044497	0.0077057	0.0087055	0.0136691	0.0133929	0.0195636	0.0231836	0.0273909	0.0278838	0.0273224	0.0350838	0.0301065	0.0272329	0.0265638	0.0279674	0.021734	0.0244285	0.0217077	0.0201783	0.0235656	0.0199623	0.0151557	0.0192412	0.0221789	0.0160893	NV
Prairie Falcon	0.0232262	0.0302797	0.028789	0.0224029	0.0264278	0.0190024	0.016534	0.0212893	0.0181138	0.0171782	0.0135159	0.0130973	0.0138478	0.0126979	0.0123055	0.0117806	0.0102234	0.0091592	0.0133672	0.0098971	0.0113199	0.0101968	0.0090613	0.0098883	0.0062518	0.011355	0.011271	0.0152816	0.0117883	0.0088432	0.0125348	0.0164315	0.0159563	0.0201117	0.0210746	0.022532	0.0173522	0.0195992	0.021734	0.0214622	0.0267728	0.02229	0.0212602	0.0259887	0.0292091	0.0325203	0.0363149	0.0256116	NV
Cockatiel	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001167	0.0	0.0	0.0	0.0	0.0001893	0.0	0.0	0.0	0.0	0.0	0.000166	0.0	0.0	0.0002316	0.0	0.0	0.0015	0.0015	0.0015	0.0	0.0015	0.0005123	0.0015	0.0	0.0	0.0015	0.0	NV
Rose-ringed Parakeet	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	NV
Budgerigar	0.0001416	0.0001929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002829	0.0001931	0.0001111	0.0003087	0.0001105	0.0	0.0	0.000102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002321	0.000166	0.0004372	0.0015	0.0	0.0	0.0015	0.0004404	0.0	0.0001745	0.0	0.0	0.0002561	0.0	0.0	0.0	0.0	0.0	NV
Rosy-faced Lovebird	0.0	0.0	0.0001857	0.0003069	0.000224	0.0001827	0.0001225	0.000199	0.0015	0.000193	0.0	0.0001213	0.0	0.0	0.0004243	0.0001931	0.0001111	0.0	0.0002209	0.0	0.0	0.000102	0.0	0.0	0.0001454	0.0	0.0002398	0.0001717	0.0	0.0015	0.0	0.000332	0.0	0.0002235	0.0004632	0.0001621	0.0002142	0.0	0.0004725	0.0001745	0.0	0.0	0.0005123	0.0	0.0002756	0.0	0.0	0.0003284	NV
Monk Parakeet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Yellow-chevroned Parakeet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Olive-sided Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003135	0.0008487	0.0059869	0.0263363	0.0408562	0.0556783	0.0512272	0.0325592	0.0185582	0.0198139	0.0213586	0.0241349	0.0194928	0.023741	0.0228365	0.0275897	0.0282027	0.0241411	0.0326971	0.0356284	0.0321788	0.0338119	0.0115092	0.0029991	0.0006606	0.0002362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Greater Pewee	0.0014162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007533	0.0033067	0.000813	0.0	0.0	NV
Western Wood-Pewee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001556	0.0001568	0.0015559	0.0214368	0.064785	0.1349182	0.2200619	0.2407759	0.1714319	0.1289895	0.1286698	0.1211312	0.1323059	0.1390992	0.1558753	0.1440591	0.146476	0.1426864	0.1299907	0.1324481	0.153224	0.1349721	0.1391848	0.0789431	0.0302057	0.0055054	0.0002362	0.0008724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Eastern Wood-Pewee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.92e-05	0.0001167	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Yellow-bellied Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Willow Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015557	0.0040136	0.0214317	0.0317498	0.0200724	0.0111145	0.0095445	0.0054385	0.0055249	0.0058668	0.0057554	0.0094437	0.0102834	0.0160134	0.0215877	0.0340249	0.0459016	0.0415642	0.0370542	0.0223699	0.001928	0.0002202	0.0002362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Least Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001105	0.0001584	0.0001167	0.0003059	0.0	9.89e-05	0.0002908	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0004372	0.0006704	0.0002316	0.0008105	0.0021422	0.0006606	0.0002362	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Hammond's Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0001827	0.0	0.0	0.0	0.0	0.0	0.0006064	0.0014003	0.0084653	0.0190948	0.0225956	0.0281142	0.0264485	0.0251878	0.0141726	0.0052515	0.0022433	0.0033829	0.0020765	0.004071	0.0039743	0.0023981	0.002919	0.0045147	0.0066922	0.0088208	0.0078008	0.0120219	0.0105028	0.0115794	0.008105	0.0081405	0.0055054	0.0047248	0.000349	0.0002412	0.0002346	0.0002561	0.0	0.0	0.0	0.0	0.0	NV
Gray Flycatcher	0.0009914	0.0001929	0.0	0.0006138	0.000224	0.0003654	0.0004899	0.0009948	0.0013782	0.000386	0.0003557	0.0003638	0.0031119	0.0195955	0.0486563	0.0806296	0.0956773	0.0854173	0.0735749	0.0536025	0.0519314	0.0627103	0.0385405	0.0479581	0.0247165	0.0285768	0.0194245	0.020261	0.0213193	0.0198375	0.0278552	0.0275519	0.0448087	0.0473743	0.0548865	0.0374453	0.0154242	0.0055054	0.0011812	0.000349	0.0002412	0.0002346	0.0015	0.0013183	0.0013778	0.000813	0.0002437	0.0004925	NV
Dusky Flycatcher	0.0001416	0.0001929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0002425	0.000778	0.011287	0.0231966	0.042584	0.0606734	0.0675105	0.0680513	0.0656374	0.0595169	0.0616906	0.0634288	0.0646692	0.0652806	0.086866	0.0827338	0.0746909	0.0539253	0.039675	0.0392293	0.0300415	0.0246995	0.030838	0.0275591	0.0105366	0.0077121	0.0026426	0.000945	0.000349	0.0	0.0004693	0.0005123	0.0	0.0	0.0	0.0	0.0	NV
Western Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0006224	0.0009406	0.0039604	0.0140981	0.0233359	0.0289184	0.0293858	0.0372922	0.0206559	0.0183542	0.018485	0.0165134	0.0276243	0.0302801	0.0316547	0.0362294	0.0333584	0.0241396	0.0213556	0.0227386	0.0246995	0.0259218	0.0273275	0.0152375	0.006641	0.0028628	0.0018899	0.000698	0.0	0.0	0.0	0.0015	0.0002756	0.0	0.0	0.0003284	NV
Black Phoebe	0.123212	0.1270974	0.1372585	0.1347246	0.1393057	0.115476	0.1005511	0.1241544	0.1321126	0.13453	0.1586342	0.147708	0.144702	0.1249412	0.1230552	0.1008111	0.0860096	0.0733766	0.0668361	0.0594616	0.0415451	0.0331396	0.0321372	0.0400475	0.0491422	0.0611279	0.0805755	0.0992445	0.1178831	0.1273901	0.1258124	0.1502075	0.1715847	0.1781006	0.1848078	0.1776625	0.1600257	0.1504074	0.1500118	0.1558192	0.1524361	0.1602534	0.1728996	0.1536723	0.1548636	0.1457995	0.1250305	0.1342965	NV
Eastern Phoebe	0.0005665	0.0005786	0.0007429	0.0001534	0.0004479	0.0003654	0.0009798	0.0005969	0.0007876	0.0009651	0.0001778	0.0001213	0.0024895	0.0001568	0.0001414	0.0	0.0	0.0014408	0.0007733	0.0003167	0.0007002	0.0002039	0.0	0.0	0.0	0.0	0.0	0.0	0.0002508	0.0	0.0004643	0.000166	0.0006557	0.0002235	0.0011579	0.0029178	0.0027849	0.0011011	0.0037798	0.0015704	0.0028944	0.0051619	0.0023053	0.0015066	0.0002756	0.000542	0.0051182	0.0009851	NV
Say's Phoebe	0.1441722	0.1535198	0.1630758	0.1555931	0.1677492	0.1490956	0.1393754	0.207123	0.2216972	0.2352828	0.2322604	0.2131943	0.1864011	0.1660135	0.1520509	0.1415604	0.1292366	0.1260677	0.1197525	0.1236738	0.1017622	0.0830019	0.0774435	0.066548	0.0722594	0.0745647	0.0743405	0.0820742	0.0872837	0.085325	0.0824048	0.1087137	0.1318033	0.1682682	0.1859657	0.162425	0.141174	0.1272847	0.146232	0.1479672	0.1478534	0.1672924	0.1800717	0.1655367	0.1760816	0.1758808	0.1579332	0.1707437	NV
Vermilion Flycatcher	0.0229429	0.021215	0.0221025	0.0205616	0.0208287	0.0151654	0.018616	0.0204934	0.0253987	0.0196873	0.0225858	0.0264371	0.0228723	0.0172441	0.0164074	0.0140981	0.0078898	0.0116291	0.0167919	0.0145685	0.0063018	0.0059141	0.004591	0.0034609	0.0043617	0.0085163	0.006235	0.0080701	0.006772	0.0062141	0.007428	0.0129461	0.0122404	0.0156425	0.0201482	0.0171827	0.0194944	0.0259855	0.0250413	0.025999	0.0318379	0.0363679	0.0407275	0.0372881	0.0338936	0.0319783	0.0304655	0.0282384	NV
Dusky-capped Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001414	0.0	0.0	0.0	0.0	7.92e-05	0.0002334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000542	0.0015	0.0	NV
Ash-throated Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0001827	0.0001225	0.000199	0.0009844	0.0013511	0.0030233	0.0113995	0.0331414	0.0528296	0.0828854	0.1089224	0.1340149	0.1306988	0.1345559	0.124228	0.1143657	0.0693382	0.069228	0.0494413	0.0417272	0.0404996	0.0455635	0.0388049	0.0336092	0.0303537	0.0287837	0.0273859	0.0222951	0.0093855	0.0053265	0.0008105	0.0	0.0006606	0.0015	0.0015	0.0	0.0002346	0.0002561	0.0	0.0	0.000542	0.0	0.0	NV
Great Crested Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013895	0.0001621	0.0004284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Brown-crested Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0004243	0.0044419	0.0095566	0.0112175	0.0088378	0.0141726	0.0130704	0.0083614	0.0067657	0.0061307	0.0084327	0.0092733	0.0091127	0.0068681	0.0055179	0.0047801	0.0030176	0.0031535	0.0004372	0.0004469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Sulphur-bellied Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Tropical Kingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009177	0.0007249	9.89e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002186	0.0	0.0	0.0003242	0.0006427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Couch's Kingbird	0.0	0.0005786	0.002786	0.0024551	0.000224	0.0	0.0011023	0.000199	0.0007876	0.000386	0.0003557	0.0003638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Cassin's Kingbird	0.0009914	0.0027001	0.0033432	0.0036827	0.0026876	0.002558	0.0015922	0.0013928	0.0015751	0.0015	0.0008892	0.0006064	0.0029563	0.0032921	0.0024045	0.0043453	0.0056673	0.0062777	0.0066284	0.0070467	0.0040845	0.0017335	0.0037453	0.001681	0.0021809	0.003785	0.0035971	0.0044643	0.0032606	0.0059751	0.0039461	0.0038174	0.0039344	0.0022346	0.0020843	0.0006484	0.0014996	0.0011011	0.0018899	0.000698	0.001206	0.0025809	0.0030738	0.0016949	0.0013778	0.001626	0.0009749	0.0009851	NV
Thick-billed Kingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005235	0.0	0.0037541	0.0053791	0.0020716	0.0005511	0.0	0.0	0.0	NV
Western Kingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0003938	0.000193	0.0005335	0.0072763	0.0252062	0.051262	0.1096181	0.1906141	0.2159129	0.2218792	0.2251436	0.2248614	0.1810013	0.1276639	0.1412347	0.1332938	0.153533	0.1495079	0.1956835	0.204842	0.1845999	0.1625239	0.1429898	0.1289627	0.0935519	0.0572067	0.0296434	0.0124818	0.0006427	0.0006606	0.0002362	0.0	0.0002412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Eastern Kingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001556	0.0	0.0	0.0	0.0	0.0001029	0.0013257	0.0010293	0.0016338	0.0020394	0.0014498	0.0009888	0.0014539	0.000757	0.0004796	0.0006868	0.0005016	0.000956	0.0016249	0.006473	0.0015301	0.0031285	0.0013895	0.0004863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Scissor-tailed Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001029	0.0001105	0.0001584	0.0002334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0004632	0.0003242	0.0004284	0.0002202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Fork-tailed Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
White-eyed Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003314	0.0002375	0.0	0.000102	0.0004833	0.0	0.0001454	0.0005678	0.0	0.0	0.0	0.0	0.0	0.0	0.0017486	0.0058101	0.0018527	0.0003242	0.0	0.0	0.0	0.0	0.001206	0.0002346	0.0	0.0001883	0.0	0.000271	0.0	0.0	NV
Bell's Vireo	0.0	0.0	0.0	0.0003069	0.0	0.0	0.0	0.000199	0.0	0.000193	0.0001778	0.002668	0.00918	0.0122276	0.0190948	0.0135187	0.0121125	0.0134815	0.0172338	0.0158353	0.0137706	0.0054043	0.007249	0.0044497	0.0037802	0.0035958	0.005036	0.0044643	0.0057687	0.0026291	0.001857	0.0046473	0.0024044	0.0031285	0.0018527	0.0008105	0.0	0.0002202	0.0	0.0001745	0.0004824	0.0	0.0002561	0.0	0.0002756	0.0	0.0002437	0.0003284	NV
Gray Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009336	0.0006271	0.0033946	0.0041522	0.0086676	0.0126582	0.0180071	0.0139351	0.0152877	0.009483	0.0076115	0.0049441	0.0027624	0.0034065	0.0028777	0.002919	0.0020065	0.001673	0.0016249	0.0016598	0.0010929	0.0011173	0.0002316	0.0	0.0	0.0	0.0002362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Hutton's Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002437	0.0011492	NV
Yellow-throated Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.000889	0.0001029	0.0015	7.92e-05	0.0002334	0.0002039	0.0	0.0	0.0	0.0	0.0	0.0	0.0002508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Cassin's Vireo	0.0001416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014553	0.0071573	0.0170873	0.0244696	0.0285825	0.037782	0.0373572	0.0327	0.0241489	0.0171549	0.0115224	0.0130482	0.011767	0.013376	0.00757	0.0107914	0.0089286	0.0120391	0.0141013	0.0167131	0.020083	0.0218579	0.0239106	0.0166744	0.012806	0.0094259	0.0083682	0.0073234	0.0019194	0.0004824	0.0002346	0.0	0.0	0.0005511	0.0	0.0	0.0	NV
Blue-headed Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002235	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Plumbeous Vireo	0.0	0.0001929	0.0	0.0004603	0.0	0.0001827	0.0	0.0	0.0	0.0	0.0001778	0.0001213	0.0018671	0.0039191	0.0083451	0.0121669	0.01978	0.0242873	0.0239726	0.0218527	0.0214728	0.0193739	0.0182433	0.0172056	0.0180285	0.0170326	0.0182254	0.0154533	0.0213193	0.0193595	0.0178737	0.0164315	0.0135519	0.0111732	0.0094951	0.0076187	0.0044987	0.0039639	0.0016537	0.0012214	0.0016884	0.0007039	0.001793	0.000565	0.0002756	0.0	0.0004874	0.0004925	NV
Philadelphia Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.92e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0002142	0.0	0.0002362	0.0005235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Warbling Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000199	0.0	0.0	0.0015	0.0	0.0006224	0.0010974	0.0053748	0.0197953	0.0571175	0.0961202	0.1231772	0.1406176	0.1239351	0.114612	0.1179171	0.115396	0.1202384	0.1269871	0.1004796	0.0807005	0.0764986	0.0587954	0.0508357	0.073029	0.1160656	0.1275978	0.1139416	0.0784568	0.0385604	0.0158555	0.004961	0.0001745	0.0002412	0.0	0.0	0.0001883	0.0002756	0.0	0.0	0.0	NV
Red-eyed Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001029	0.0003314	0.0004751	0.001167	0.000102	0.0002416	9.89e-05	0.0005816	0.0003785	0.0	0.0005151	0.0007524	0.000239	0.0002321	0.0	0.0008743	0.0015642	0.0002316	0.0015	0.0034276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Yellow-green Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0001893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002316	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NV
Loggerhead Shrike	0.0719445	0.0624879	0.0694651	0.0607642	0.0620381	0.0400146	0.0382119	0.0475527	0.0456783	0.044393	0.0368131	0.0409896	0.0430994	0.0409155	0.039604	0.0427771	0.03956	0.0323145	0.03038	0.0296912	0.03536	0.0323239	0.0332246	0.0332246	0.0309683	0.0340651	0.0534772	0.0479052	0.0639579	0.0673996	0.0719591	0.0846473	0.0769399	0.0806704	0.0673923	0.0614362	0.0644816	0.0590178	0.0696905	0.0692724	0.0745297	0.0839981	0.0927254	0.0971751	0.0956186	0.102439	0.0957836	0.1017895	NV
Northern Shrike	0.0025492	0.0048216	0.0024146	0.0023017	0.006271	0.001279	0.0020821	0.0019897	0.0011813	0.000579	0.0005335	0.0003638	0.0001556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004284	0.0004404	0.0011812	0.0012214	0.0009648	0.0014078	0.0020492	0.0020716	0.0055112	0.002439	0.0104801	0.0021343	NV
Black-throated Magpie-Jay	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001213	0.0001556	0.0003135	0.0	0.0	0.0001111	0.0001029	0.0	0.0001584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000239	0.0	0.0	0.0	0.0002235	0.0	0.0	0.0	0.0	0.0	0.0001745	0.0	0.0	0.0	0.0001883	0.0	0.0	0.0015	0.0001642	NV
Pinyon Jay	0.0099136	0.0092575	0.009844	0.0115084	0.0120941	0.0155308	0.0191059	0.0165141	0.0145698	0.0191083	0.0186733	0.0169779	0.0227167	0.0200658	0.0175389	0.0191194	0.0260029	0.0238757	0.0309324	0.0246239	0.0284747	0.0250841	0.0274254	0.0309503	0.0232626	0.0181681	0.017506	0.0142514	0.0200652	0.0291587	0.0359796	0.046473	0.0428415	0.0426816	0.0284854	0.0267466	0.0263496	0.0268663	0.0191354	0.0184959	0.0164014	0.0138433	0.0115266	0.0154426	0.0121246	0.0138211	0.0204728	0.0134625	NV
